ds,y,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-12-12,152.5666666666667,17.334903060585454,151.9319027855354,153.89088562787242,17.334903060585454,17.334903060585454,135.53964130658917,135.53964130658917,135.53964130658917,129.0646759788128,129.0646759788128,129.0646759788128,6.474965327776398,6.474965327776398,6.474965327776398,0.0,0.0,0.0,152.87454436717462
2019-12-13,154.08333333333334,17.72344070606992,152.76977839102025,154.72195148954555,17.72344070606992,17.72344070606992,136.0748920716779,136.0748920716779,136.0748920716779,129.0646759788128,129.0646759788128,129.0646759788128,7.010216092865128,7.010216092865128,7.010216092865128,0.0,0.0,0.0,153.79833277774782
2019-12-16,155.41666666666666,18.8890536397108,153.42936375553418,155.4241575216487,18.8890536397108,18.8890536397108,135.5899708174872,135.5899708174872,135.5899708174872,129.0646759788128,129.0646759788128,129.0646759788128,6.525294838674416,6.525294838674416,6.525294838674416,0.0,0.0,0.0,154.479024457198
2019-12-17,154.95,19.277586828610033,153.43477661099217,155.35025039173024,19.277586828610033,19.277586828610033,135.14611079011067,135.14611079011067,135.14611079011067,129.0646759788128,129.0646759788128,129.0646759788128,6.0814348112978776,6.0814348112978776,6.0814348112978776,0.0,0.0,0.0,154.4236976187207
2019-12-18,154.67666666666665,19.666120017509268,153.99633327157045,155.91529581850878,19.666120017509268,19.666120017509268,135.23893826537238,135.23893826537238,135.23893826537238,129.06467597881277,129.06467597881277,129.06467597881277,6.174262286559613,6.174262286559613,6.174262286559613,0.0,0.0,0.0,154.90505828288164
2019-12-19,155.07666666666668,20.054532144309604,154.60544267484175,156.60632920530793,20.054532144309604,20.054532144309604,135.539641306587,135.539641306587,135.539641306587,129.0646759788128,129.0646759788128,129.0646759788128,6.47496532777421,6.47496532777421,6.47496532777421,0.0,0.0,0.0,155.5941734508966
2019-12-20,157.39666666666665,20.44294427110994,155.5293786209428,157.52758880266987,20.44294427110994,20.44294427110994,136.07489207167868,136.07489207167868,136.07489207167868,129.0646759788128,129.0646759788128,129.0646759788128,7.010216092865874,7.010216092865874,7.010216092865874,0.0,0.0,0.0,156.51783634278863
2019-12-23,157.6,21.450675329042078,156.00684543531946,158.01235797444568,21.450675329042078,21.450675329042078,135.58997081750317,135.58997081750317,135.58997081750317,129.0646759788128,129.0646759788128,129.0646759788128,6.525294838690374,6.525294838690374,6.525294838690374,0.0,0.0,0.0,157.04064614654524
2019-12-24,157.40166666666667,21.658731341333517,155.84825084826835,157.82034712719607,21.658731341333517,21.658731341333517,135.14611079010376,135.14611079010376,135.14611079010376,129.0646759788128,129.0646759788128,129.0646759788128,6.081434811290977,6.081434811290977,6.081434811290977,0.0,0.0,0.0,156.80484213143728
2019-12-26,158.26666666666665,22.074843365916397,156.61877899158623,158.57473146683716,22.074843365916397,22.074843365916397,135.53964130658966,135.53964130658966,135.53964130658966,129.06467597881277,129.06467597881277,129.06467597881277,6.474965327776896,6.474965327776896,6.474965327776896,0.0,0.0,0.0,157.61448467250605
2019-12-27,158.91,22.282899191869415,157.38713215548174,159.26868643159423,22.28289919186941,22.28289919186941,136.07489207167944,136.07489207167944,136.07489207167944,129.0646759788128,129.0646759788128,129.0646759788128,7.010216092866621,7.010216092866621,7.010216092866621,0.0,0.0,0.0,158.35779126354885
2019-12-30,157.78,22.907066669728447,157.50148092803107,159.43929348002027,22.907066669728444,22.907066669728444,135.58997081748603,135.58997081748603,135.58997081748603,129.0646759788128,129.0646759788128,129.0646759788128,6.525294838673235,6.525294838673235,6.525294838673235,0.0,0.0,0.0,158.49703748721447
2019-12-31,157.30666666666667,23.115122495681458,157.35585377402117,159.3040547920561,23.115122495681458,23.115122495681458,135.14611079010672,135.14611079010672,135.14611079010672,129.0646759788128,129.0646759788128,129.0646759788128,6.081434811293925,6.081434811293925,6.081434811293925,0.0,0.0,0.0,158.26123328578817
2020-01-02,159.89333333333335,23.531234147587483,158.1118902163641,159.99424945575657,23.531234147587483,23.531234147587483,135.5396413065875,135.5396413065875,135.5396413065875,129.0646759788128,129.0646759788128,129.0646759788128,6.47496532777471,6.47496532777471,6.47496532777471,0.0,0.0,0.0,159.070875454175
2020-01-03,158.875,23.73928997354049,158.87227446100667,160.80417306130207,23.73928997354049,23.73928997354049,136.07489207164664,136.07489207164664,136.07489207164664,129.0646759788128,129.0646759788128,129.0646759788128,7.01021609283384,7.01021609283384,7.01021609283384,0.0,0.0,0.0,159.81418204518712
2020-01-06,158.21333333333334,24.36345745139953,158.9623839932042,160.90955055980274,24.36345745139953,24.36345745139953,135.58997081750198,135.58997081750198,135.58997081750198,129.0646759788128,129.0646759788128,129.0646759788128,6.5252948386891925,6.5252948386891925,6.5252948386891925,0.0,0.0,0.0,159.95342826890152
2020-01-07,158.19000000000003,24.571513277352544,158.75808094422194,160.7250561232126,24.571513277352544,24.571513277352544,135.14611079013528,135.14611079013528,135.14611079013528,129.06467597881277,129.06467597881277,129.06467597881277,6.081434811322524,6.081434811322524,6.081434811322524,0.0,0.0,0.0,159.71762406748783
2020-01-08,159.6130333333333,24.779569103305555,159.0624467529464,161.01125501751795,24.779569103305555,24.779569103305555,135.2389382653729,135.2389382653729,135.2389382653729,129.06467597881277,129.06467597881277,129.06467597881277,6.174262286560114,6.174262286560114,6.174262286560114,0.0,0.0,0.0,160.01850736867846
2020-01-09,161.77833333333334,24.98762492925857,159.59634313971492,161.5105888241421,24.98762492925857,24.98762492925857,135.5396413065944,135.5396413065944,135.5396413065944,129.0646759788128,129.0646759788128,129.0646759788128,6.474965327781586,6.474965327781586,6.474965327781586,0.0,0.0,0.0,160.52726623585298
2020-01-10,161.91333333333333,25.195680755211576,160.30931897567547,162.24954308064324,25.195680755211576,25.195680755211576,136.07489207171457,136.07489207171457,136.07489207171457,129.0646759788128,129.0646759788128,129.0646759788128,7.010216092901786,7.010216092901786,7.010216092901786,0.0,0.0,0.0,161.27057282692616
2020-01-13,162.61666666666667,25.819848233070616,160.43833769858165,162.4859788255063,25.819848233070616,25.819848233070616,135.58997081750064,135.58997081750064,135.58997081750064,129.0646759788128,129.0646759788128,129.0646759788128,6.525294838687845,6.525294838687845,6.525294838687845,0.0,0.0,0.0,161.40981905057126
2020-01-14,162.48333333333332,26.027904059023626,160.25400227222258,162.1119736793459,26.022448034035335,26.03619580916506,135.14611079011854,135.14611079011854,135.14611079011854,129.06467597881274,129.06467597881274,129.06467597881274,6.081434811305781,6.081434811305781,6.081434811305781,0.0,0.0,0.0,161.17401484914217
2020-01-15,163.23,26.235959884976637,160.51092164202652,162.48261890521027,26.180213663688253,26.293407512229063,135.23893826537204,135.23893826537204,135.23893826537204,129.0646759788128,129.0646759788128,129.0646759788128,6.174262286559254,6.174262286559254,6.174262286559254,0.0,0.0,0.0,161.47489815034868
2020-01-16,165.48,26.444015710929648,160.96908146011398,162.9946112725878,26.306997269788226,26.58152562436272,135.53964130660125,135.53964130660125,135.53964130660125,129.0646759788128,129.0646759788128,129.0646759788128,6.474965327788462,6.474965327788462,6.474965327788462,0.0,0.0,0.0,161.9836570175309
2020-01-17,166.66583333333335,26.652071536882662,161.75887475257235,163.74505999996123,26.44381402057134,26.859714876349834,136.07489207169854,136.07489207169854,136.07489207169854,129.06467597881277,129.06467597881277,129.06467597881277,7.010216092885768,7.010216092885768,7.010216092885768,0.0,0.0,0.0,162.7269636085812
2020-01-21,167.04,27.484294840694712,161.35035842088038,163.95470765901098,26.81187175526934,28.17784167273123,135.14611079012153,135.14611079012153,135.14611079012153,129.0646759788128,129.0646759788128,129.0646759788128,6.081434811308724,6.081434811308724,6.081434811308724,0.0,0.0,0.0,162.63040563081623
2020-01-22,166.29,27.692350666647723,161.618405021602,164.19641461061065,26.86069883893297,28.523630057425073,135.23893826537193,135.23893826537193,135.23893826537193,129.0646759788128,129.0646759788128,129.0646759788128,6.174262286559133,6.174262286559133,6.174262286559133,0.0,0.0,0.0,162.93128893201964
2020-01-23,166.26333333333335,27.90040649260074,162.04008398469497,164.90316669891178,26.953627918303024,28.883060474300457,135.53964130660813,135.53964130660813,135.53964130660813,129.0646759788128,129.0646759788128,129.0646759788128,6.4749653277953385,6.4749653277953385,6.4749653277953385,0.0,0.0,0.0,163.44004779920888
2020-01-24,165.67333333333332,28.108462318553748,162.61487682560224,165.79143233629887,27.03585383816113,29.251660388484993,136.07489207169928,136.07489207169928,136.07489207169928,129.06467597881277,129.06467597881277,129.06467597881277,7.0102160928865125,7.0102160928865125,7.0102160928865125,0.0,0.0,0.0,164.18335439025304
2020-01-27,161.95166666666668,28.732629796412784,162.3066963387852,166.195224559593,27.06066108421605,30.399541558946183,135.5899708175326,135.5899708175326,135.5899708175326,129.0646759788128,129.0646759788128,129.0646759788128,6.52529483871976,6.52529483871976,6.52529483871976,0.0,0.0,0.0,164.32260061394538
2020-01-28,164.76266666666666,28.940685622365795,161.9217802041604,166.4502174698743,27.022629112449636,30.805606617263077,135.14611079011462,135.14611079011462,135.14611079011462,129.0646759788128,129.0646759788128,129.0646759788128,6.081434811301827,6.081434811301827,6.081434811301827,0.0,0.0,0.0,164.08679641248042
2020-01-29,167.49333333333334,29.14874144831881,161.9700074508286,166.6867754145578,27.042848527930104,31.209271907317095,135.23893826537264,135.23893826537264,135.23893826537264,129.06467597881277,129.06467597881277,129.06467597881277,6.174262286559874,6.174262286559874,6.174262286559874,0.0,0.0,0.0,164.38767971369145
2020-01-30,172.54,29.356797274271816,162.36046297360363,167.25220073773977,27.00734266235807,31.65569898846706,135.53964130660594,135.53964130660594,135.53964130660594,129.0646759788128,129.0646759788128,129.0646759788128,6.474965327793152,6.474965327793152,6.474965327793152,0.0,0.0,0.0,164.89643858087777
2020-01-31,170.73666666666668,29.564853100224834,162.789357005906,168.29658039354936,26.992906665853837,32.076270807647084,136.07489207173367,136.07489207173367,136.07489207173367,129.06467597881274,129.06467597881274,129.06467597881274,7.01021609292093,7.01021609292093,7.01021609292093,0.0,0.0,0.0,165.6397451719585
2020-02-03,173.09333333333336,30.18902057808387,162.3794609545428,169.0664246082707,26.859749821896045,33.365526202344064,135.58997081748228,135.58997081748228,135.58997081748228,129.06467597881277,129.06467597881277,129.06467597881277,6.525294838669529,6.525294838669529,6.525294838669529,0.0,0.0,0.0,165.77899139556615
2020-02-04,179.0233333333333,30.397076404036884,161.72973471625764,169.13712712429205,26.802493242631325,33.815841812788726,135.1461107901077,135.1461107901077,135.1461107901077,129.06467597881277,129.06467597881277,129.06467597881277,6.081434811294927,6.081434811294927,6.081434811294927,0.0,0.0,0.0,165.5431871941446
2020-02-05,180.83669999999998,30.605132229989895,161.8567246420732,169.54726117090948,26.695252469484185,34.25863484833144,135.23893826537255,135.23893826537255,135.23893826537255,129.0646759788128,129.0646759788128,129.0646759788128,6.174262286559755,6.174262286559755,6.174262286559755,0.0,0.0,0.0,165.84407049536244
2020-02-06,182.50296666666668,30.813188055942902,162.12917599723215,170.23561846225954,26.60185950966747,34.70020283086792,135.5396413065954,135.5396413065954,135.5396413065954,129.0646759788128,129.0646759788128,129.0646759788128,6.474965327782585,6.474965327782585,6.474965327782585,0.0,0.0,0.0,166.3528293625383
2020-02-07,184.0,31.02124388189592,162.40131295781154,171.43869794518147,26.570716343796605,35.16608593345732,136.07489207173447,136.07489207173447,136.07489207173447,129.0646759788128,129.0646759788128,129.0646759788128,7.010216092921677,7.010216092921677,7.010216092921677,0.0,0.0,0.0,167.09613595363038
2020-02-10,186.92999999999998,31.645411359754952,161.74662668175185,172.33269014468587,26.23619380303324,36.68433081171387,135.58997081748095,135.58997081748095,135.58997081748095,129.06467597881277,129.06467597881277,129.06467597881277,6.525294838668182,6.525294838668182,6.525294838668182,0.0,0.0,0.0,167.2353821772359
2020-02-11,186.5633333333333,31.853467185707963,161.15780633161333,172.43199854271052,26.15730846825503,37.17195627972343,135.14611079012647,135.14611079012647,135.14611079012647,129.06467597881277,129.06467597881277,129.06467597881277,6.081434811313683,6.081434811313683,6.081434811313683,0.0,0.0,0.0,166.99957797583443
2020-01-20,,27.276239014741698,161.60147177967704,164.0838522527238,26.72503850301576,27.829766428499756,135.58997081753392,135.58997081753392,135.58997081753392,129.0646759788128,129.0646759788128,129.0646759788128,6.525294838721107,6.525294838721107,6.525294838721107,0.0,0.0,0.0,162.86620983227562
2020-02-12,,32.06152301166098,161.1339426672531,173.0094205030499,26.06390716411105,37.68510730097052,135.23893826537244,135.23893826537244,135.23893826537244,129.0646759788128,129.0646759788128,129.0646759788128,6.1742622865596335,6.1742622865596335,6.1742622865596335,0.0,0.0,0.0,167.30046127703343
2020-02-13,,32.26957883761399,161.48674870013366,173.66871466399522,25.95492724182748,38.168607232967396,135.53964130659318,135.53964130659318,135.53964130659318,129.0646759788128,129.0646759788128,129.0646759788128,6.474965327780397,6.474965327780397,6.474965327780397,0.0,0.0,0.0,167.8092201442072
2020-02-14,,32.477634663566995,162.01601943237785,174.80136597043867,25.930714239471857,38.66418518030908,136.07489207171844,136.07489207171844,136.07489207171844,129.0646759788128,129.0646759788128,129.0646759788128,7.010216092905658,7.010216092905658,7.010216092905658,0.0,0.0,0.0,168.55252673528543
2020-02-17,,33.10180214142604,160.99035745358185,175.80054691222333,25.491502227764474,40.21079542202486,135.5899708175142,135.5899708175142,135.5899708175142,129.06467597881274,129.06467597881274,129.06467597881274,6.525294838701443,6.525294838701443,6.525294838701443,0.0,0.0,0.0,168.69177295894025
2020-02-18,,33.309857967379045,160.58089152326,175.83440270032656,25.306757394959888,40.7284677127907,135.14611079012943,135.14611079012943,135.14611079012943,129.0646759788128,129.0646759788128,129.0646759788128,6.081434811316628,6.081434811316628,6.081434811316628,0.0,0.0,0.0,168.45596875750846
2020-02-19,,33.51791379333206,160.7274720339348,176.45366446177192,25.21338621510869,41.246832803910216,135.2389382653732,135.2389382653732,135.2389382653732,129.0646759788128,129.0646759788128,129.0646759788128,6.174262286560377,6.174262286560377,6.174262286560377,0.0,0.0,0.0,168.75685205870528
2020-02-20,,33.725969619285074,160.78022407924232,177.32822993386668,25.18260979864804,41.92295827585464,135.53964130660003,135.53964130660003,135.53964130660003,129.06467597881277,129.06467597881277,129.06467597881277,6.474965327787272,6.474965327787272,6.474965327787272,0.0,0.0,0.0,169.2656109258851
2020-02-21,,33.934025445238085,161.12406564149882,178.65906224133192,25.07192742457682,42.429952994714235,136.0748920717024,136.0748920717024,136.0748920717024,129.06467597881277,129.06467597881277,129.06467597881277,7.010216092889643,7.010216092889643,7.010216092889643,0.0,0.0,0.0,170.0089175169405
